,Address,BeginDate,BeginTime,Category,Distance,Duration,EndDate,EndTime,IndexTime,Name,WeekDay,Weather,"Mood (1,2,3,4,5::negative,neutral,positive)"
667,"2540 North Watters Road #100, Allen, TX 75013",2/10/2018,18:41:50,Japanese,0,2h 58min 28sec,2/10/2018,21:40:18,2/10/2018 18:41,Shiawase,5, cloudy,
668,,2/10/2018,18:24:10,Driving,16731,0h 17min 40sec,2/10/2018,18:41:50,2/10/2018 18:24,Driving,5, cloudy,
669,"727 S Central Expy, Allen, TX 75013",2/10/2018,17:03:59,Coffee Shop,0,1h 20min 11sec,2/10/2018,18:24:10,2/10/2018 17:03,Starbucks,5, cloudy,
670,,2/10/2018,16:54:31,Driving,6339,0h 9min 27sec,2/10/2018,17:03:59,2/10/2018 16:54,Driving,5, clear-day,
671,"Plano, TX 75074",2/10/2018,14:31:26,,0,2h 23min 5sec,2/10/2018,16:54:31,2/10/2018 14:31,2428 Bigleaf Ct,5, cloudy,
672,,2/10/2018,14:21:49,Driving,5135,0h 9min 36sec,2/10/2018,14:31:26,2/10/2018 14:21,Driving,5, cloudy,
673,"2070 W Spring Creek Pkwy #336, Plano, TX 75023",2/10/2018,13:53:11,Hair Salon,0,0h 28min 37sec,2/10/2018,14:21:49,2/10/2018 13:53,TK Hair Salon - Extensions & Haircuts Plano,5, clear-day,
674,,2/10/2018,13:45:33,Driving,5672,0h 7min 37sec,2/10/2018,13:53:11,2/10/2018 13:45,Driving,5, clear-day,
675,"1520 Independence Pkwy, Plano, TX 75075",2/10/2018,12:43:29,Chinese,0,1h 2min 4sec,2/10/2018,13:45:33,2/10/2018 12:43,Sun Lok Kee BBQ,5, cloudy,
676,,2/10/2018,12:28:17,Driving,7465,0h 15min 11sec,2/10/2018,12:43:29,2/10/2018 12:28,Driving,5, cloudy,
677,"Plano, TX 75074",2/10/2018,1:29:47,,0,10h 58min 29sec,2/10/2018,12:28:17,2/10/2018 1:29,2428 Bigleaf Ct,5, clear-night,
678,,2/10/2018,0:27:50,Driving,7207,1h 1min 57sec,2/10/2018,1:29:47,2/10/2018 0:27,Driving,5, clear-night,
679,"Plano, TX 75025",2/9/2018,22:23:13,,0,2h 4min 37sec,2/10/2018,0:27:50,2/9/2018 22:23,2217 Stanmore Ln,4, clear-night,
680,,2/9/2018,22:11:06,Driving,7811,0h 12min 6sec,2/9/2018,22:23:13,2/9/2018 22:11,Driving,4, clear-night,
681,"Plano, TX 75074",2/9/2018,20:40:21,,0,1h 30min 45sec,2/9/2018,22:11:06,2/9/2018 20:40,2428 Bigleaf Ct,4, clear-night,
682,,2/9/2018,20:25:37,Driving,4575,0h 14min 44sec,2/9/2018,20:40:21,2/9/2018 20:25,Driving,4, clear-night,
683,"601 W 15th St Suite 101, Plano, TX 75075",2/9/2018,19:29:15,Asian Fusion Restaurant,0,0h 56min 22sec,2/9/2018,20:25:37,2/9/2018 19:29,Pei Wei,4, clear-night,
684,,2/9/2018,17:31:27,Driving,190006,1h 57min 47sec,2/9/2018,19:29:15,2/9/2018 17:31,Driving,4, clear-day,
685,"Alliance Pkwy, Hewitt, TX 76643",2/9/2018,17:16:31,Gas Station,0,0h 14min 56sec,2/9/2018,17:31:27,2/9/2018 17:16,Murphy USA,4, clear-day,
686,,2/9/2018,15:42:09,Driving,148098,1h 34min 21sec,2/9/2018,17:16:31,2/9/2018 15:42,Driving,4, clear-day,
687,"11900 Hobby Horse Ct, Austin, TX 78758",2/9/2018,15:33:24,Apartment Building,0,0h 8min 45sec,2/9/2018,15:42:09,2/9/2018 15:33,Radius at the Domain,4, clear-day,
688,,2/9/2018,15:17:08,Driving,17523,0h 16min 16sec,2/9/2018,15:33:24,2/9/2018 15:17,Driving,4, clear-day,
689,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/9/2018,12:13:46,Apartment Building,0,3h 3min 22sec,2/9/2018,15:17:08,2/9/2018 12:13,Home,4, partly-cloudy-day,
690,,2/9/2018,11:54:04,Walking,1464,0h 19min 41sec,2/9/2018,12:13:46,2/9/2018 11:54,Walking,4, cloudy,
691,"Austin, TX 78712",2/9/2018,10:39:32,Public University,0,1h 14min 32sec,2/9/2018,11:54:04,2/9/2018 10:39,The University of Texas at Austin,4, clear-day,
692,"2101 Speedway, Austin, TX 78712",2/9/2018,10:38:32,Recreation Center,0,0h 1min 0sec,2/9/2018,10:39:32,2/9/2018 10:38,Gregory Gymnasium,4, clear-day,
693,"2110 Speedway, Austin, TX 78705",2/9/2018,8:54:02,Business School,0,1h 44min 30sec,2/9/2018,10:38:32,2/9/2018 8:54,McCombs School of Business,4, clear-day,
694,,2/9/2018,8:45:29,Walking,849,0h 8min 32sec,2/9/2018,8:54:02,2/9/2018 8:45,Walking,4, clear-day,
695,,2/9/2018,8:41:29,Driving,591,0h 4min 0sec,2/9/2018,8:45:29,2/9/2018 8:41,Driving,4, clear-day,
696,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/8/2018,23:35:24,Apartment Building,0,9h 6min 5sec,2/9/2018,8:41:29,2/8/2018 23:35,Home,3, partly-cloudy-night,
697,,2/8/2018,23:20:58,Walking,1284,0h 14min 25sec,2/8/2018,23:35:24,2/8/2018 23:20,Walking,3, partly-cloudy-night,
698,"Austin, TX 78712",2/8/2018,21:27:12,Public University,0,1h 53min 46sec,2/8/2018,23:20:58,2/8/2018 21:27,The University of Texas at Austin,3, clear-night,
699,,2/8/2018,21:21:47,Walking,909,0h 5min 25sec,2/8/2018,21:27:12,2/8/2018 21:21,Walking,3, clear-night,
700,"301 E Dean Keeton St, Austin, TX 78712",2/8/2018,18:09:43,School,0,3h 12min 3sec,2/8/2018,21:21:47,2/8/2018 18:09,ECJ,3, partly-cloudy-day,
701,,2/8/2018,18:05:28,Walking,750,0h 4min 14sec,2/8/2018,18:09:43,2/8/2018 18:05,Walking,3, partly-cloudy-day,
702,"2222 Guadalupe St B, Austin, TX 78705",2/8/2018,15:36:33,Cafe,0,2h 28min 55sec,2/8/2018,18:05:28,2/8/2018 15:36,Caffé Medici,3, clear-day,
703,,2/8/2018,15:24:03,Walking,1179,0h 12min 29sec,2/8/2018,15:36:33,2/8/2018 15:24,Walking,3, clear-day,
704,"301 E Dean Keeton St, Austin, TX 78712",2/8/2018,13:59:36,School,0,1h 24min 27sec,2/8/2018,15:24:03,2/8/2018 13:59,ECJ,3, clear-day,
705,,2/8/2018,13:57:46,Skateboarding,946,0h 1min 50sec,2/8/2018,13:59:36,2/8/2018 13:57,Skateboarding,3, clear-day,
706,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/8/2018,12:12:50,Apartment Building,0,1h 44min 55sec,2/8/2018,13:57:46,2/8/2018 12:12,Home,3, clear-day,
707,,2/8/2018,11:59:18,Boating,1095,0h 13min 31sec,2/8/2018,12:12:50,2/8/2018 11:59,Boating,3, clear-day,
708,,2/8/2018,11:48:33,Driving,3842,0h 10min 45sec,2/8/2018,11:59:18,2/8/2018 11:48,Driving,3, clear-day,
709,"Austin, TX 78712",2/8/2018,9:09:17,Public University,0,2h 39min 16sec,2/8/2018,11:48:33,2/8/2018 9:09,The University of Texas at Austin,3, clear-day,
710,,2/8/2018,8:56:48,Driving,5003,0h 12min 29sec,2/8/2018,9:09:17,2/8/2018 8:56,Driving,3, clear-day,
711,"2823 E Mlk St, Austin, TX 78702",2/8/2018,8:44:38,Apartment Rental Agency,0,0h 12min 10sec,2/8/2018,8:56:48,2/8/2018 8:44,Platform Apartments,3, clear-day,
712,,2/8/2018,8:42:08,Driving,2086,0h 2min 30sec,2/8/2018,8:44:38,2/8/2018 8:42,Driving,3, clear-day,
713,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/7/2018,13:17:18,Apartment Building,0,19h 24min 49sec,2/8/2018,8:42:08,2/7/2018 13:17,Home,2, clear-day,
714,,2/7/2018,13:09:57,Driving,1707,0h 7min 21sec,2/7/2018,13:17:18,2/7/2018 13:09,Driving,2, clear-day,
715,"Austin, TX 78712",2/7/2018,8:50:10,Public University,0,4h 19min 47sec,2/7/2018,13:09:57,2/7/2018 8:50,The University of Texas at Austin,2, clear-day,
716,,2/7/2018,8:43:06,Walking,578,0h 7min 4sec,2/7/2018,8:50:10,2/7/2018 8:43,Walking,2, clear-day,
717,,2/7/2018,8:37:25,Driving,658,0h 5min 40sec,2/7/2018,8:43:06,2/7/2018 8:37,Driving,2, clear-day,
718,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/6/2018,23:00:24,Apartment Building,0,9h 37min 1sec,2/7/2018,8:37:25,2/6/2018 23:00,Home,1, clear-night,
719,,2/6/2018,22:45:04,Driving,13115,0h 15min 19sec,2/6/2018,23:00:24,2/6/2018 22:45,Driving,1, clear-night,
720,"11900 Hobby Horse Ct, Austin, TX 78758",2/6/2018,20:15:31,Apartment Building,0,2h 29min 33sec,2/6/2018,22:45:04,2/6/2018 20:15,Radius at the Domain,1, rain,
721,,2/6/2018,20:05:10,Driving,7524,0h 10min 21sec,2/6/2018,20:15:31,2/6/2018 20:05,Driving,1, rain,
722,"1018, 12901 N Interstate Hwy 35, Austin, TX 78753",2/6/2018,18:31:06,Grill,0,1h 34min 4sec,2/6/2018,20:05:10,2/6/2018 18:31,Chili's Grill & Bar,1, cloudy,
723,,2/6/2018,18:13:36,Driving,16406,0h 17min 30sec,2/6/2018,18:31:06,2/6/2018 18:13,Driving,1, fog,
724,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/6/2018,13:24:42,Apartment Building,0,4h 48min 54sec,2/6/2018,18:13:36,2/6/2018 13:24,Home,1, fog,
725,,2/6/2018,13:07:01,Driving,17851,0h 17min 40sec,2/6/2018,13:24:42,2/6/2018 13:07,Driving,1, fog,
726,"3210 Esperanza Crossing #130, Austin, TX 78758",2/6/2018,12:18:51,Ramen,0,0h 48min 10sec,2/6/2018,13:07:01,2/6/2018 12:18,JINYA Ramen Bar,1, cloudy,
727,,2/6/2018,12:02:40,Driving,17887,0h 16min 11sec,2/6/2018,12:18:51,2/6/2018 12:02,Driving,1, cloudy,
728,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/6/2018,9:27:38,Apartment Building,0,2h 35min 1sec,2/6/2018,12:02:40,2/6/2018 9:27,Home,1, rain,
729,,2/6/2018,9:08:38,Driving,2063,0h 18min 59sec,2/6/2018,9:27:38,2/6/2018 9:08,Driving,1, rain,
730,"2201 Speedway, Austin, TX 78712",2/6/2018,7:35:32,University Department,0,1h 33min 6sec,2/6/2018,9:08:38,2/6/2018 7:35,Student Activity Center,1, fog,
731,,2/6/2018,7:27:11,Driving,1367,0h 8min 20sec,2/6/2018,7:35:32,2/6/2018 7:27,Driving,1, fog,
732,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/6/2018,0:22:15,Apartment Building,0,7h 4min 55sec,2/6/2018,7:27:11,2/6/2018 0:22,Home,1, cloudy,
733,,2/5/2018,23:59:30,Walking,1821,0h 22min 44sec,2/6/2018,0:22:15,2/5/2018 23:59,Walking,0, cloudy,
734,"Austin, TX 78712",2/5/2018,22:37:49,Public University,0,1h 21min 40sec,2/5/2018,23:59:30,2/5/2018 22:37,The University of Texas at Austin,0, clear-night,
735,,2/5/2018,22:33:45,Driving,686,0h 4min 4sec,2/5/2018,22:37:49,2/5/2018 22:33,Driving,0, clear-night,
736,,2/5/2018,22:27:44,On a bus,628,0h 6min 0sec,2/5/2018,22:33:45,2/5/2018 22:27,On a bus,0, clear-night,
737,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/5/2018,17:21:32,Apartment Building,0,5h 6min 12sec,2/5/2018,22:27:44,2/5/2018 17:21,Home,0, clear-day,
738,,2/5/2018,17:13:48,Driving,1774,0h 7min 43sec,2/5/2018,17:21:32,2/5/2018 17:13,Driving,0, clear-day,
739,"1190 Chicon St, Austin, TX 78702",2/5/2018,15:05:06,Community Center,0,2h 8min 42sec,2/5/2018,17:13:48,2/5/2018 15:05,Mission Possible Austin,0, clear-day,
740,,2/5/2018,14:58:53,Driving,2172,0h 6min 13sec,2/5/2018,15:05:06,2/5/2018 14:58,Driving,0, clear-day,
741,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/5/2018,11:09:51,Apartment Building,0,3h 49min 2sec,2/5/2018,14:58:53,2/5/2018 11:09,Home,0, cloudy,
742,,2/5/2018,11:04:08,Driving,936,0h 5min 42sec,2/5/2018,11:09:51,2/5/2018 11:04,Driving,0, cloudy,
743,"301 E Dean Keeton St, Austin, TX 78712",2/5/2018,10:11:37,School,0,0h 52min 31sec,2/5/2018,11:04:08,2/5/2018 10:11,ECJ,0, clear-day,
744,,2/5/2018,10:00:43,Walking,474,0h 10min 53sec,2/5/2018,10:11:37,2/5/2018 10:00,Walking,0, clear-day,
745,"Austin, TX 78712",2/5/2018,8:55:50,Public University,0,1h 4min 53sec,2/5/2018,10:00:43,2/5/2018 8:55,The University of Texas at Austin,0, clear-day,
746,,2/5/2018,8:43:06,Walking,1419,0h 12min 43sec,2/5/2018,8:55:50,2/5/2018 8:43,Walking,0, clear-day,
747,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/4/2018,13:29:42,Apartment Building,0,19h 13min 23sec,2/5/2018,8:43:06,2/4/2018 13:29,Home,6, clear-day,
748,,2/4/2018,13:24:35,Driving,2821,0h 5min 7sec,2/4/2018,13:29:42,2/4/2018 13:24,Driving,6, clear-day,
749,"3800 N Lamar Blvd #120, Austin, TX 78756",2/4/2018,10:52:57,Breakfast Restaurant,0,2h 31min 38sec,2/4/2018,13:24:35,2/4/2018 10:52,Snooze an A.M. Eatery,6, clear-day,
750,,2/4/2018,10:35:21,Driving,7314,0h 17min 35sec,2/4/2018,10:52:57,2/4/2018 10:35,Driving,6, clear-day,
751,"1715 Cesar Chavez St, Austin, TX 78703",2/4/2018,9:24:56,High School,0,1h 10min 25sec,2/4/2018,10:35:21,2/4/2018 9:24,Austin High School,6, clear-day,
752,,2/4/2018,9:11:34,Driving,7834,0h 13min 21sec,2/4/2018,9:24:56,2/4/2018 9:11,Driving,6, clear-day,
753,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/3/2018,21:19:13,Apartment Building,0,11h 52min 20sec,2/4/2018,9:11:34,2/3/2018 21:19,Home,5, clear-night,
754,,2/3/2018,20:55:56,Driving,15926,0h 23min 17sec,2/3/2018,21:19:13,2/3/2018 20:55,Driving,5, partly-cloudy-night,
755,"12407 N Mopac Expy, Austin, TX 78758",2/3/2018,19:47:57,Grocery Store,0,1h 7min 59sec,2/3/2018,20:55:56,2/3/2018 19:47,H-E-B Grocery,5, clear-night,
756,,2/3/2018,19:31:10,Driving,1850,0h 16min 46sec,2/3/2018,19:47:57,2/3/2018 19:31,Driving,5, clear-night,
757,"11900 Hobby Horse Ct, Austin, TX 78758",2/3/2018,17:31:45,Apartment Building,0,1h 59min 24sec,2/3/2018,19:31:10,2/3/2018 17:31,Radius at the Domain,5, partly-cloudy-day,
758,,2/3/2018,17:25:12,Driving,1683,0h 6min 33sec,2/3/2018,17:31:45,2/3/2018 17:25,Driving,5, partly-cloudy-day,
759,"11005 Burnet Rd, Austin, TX 78758",2/3/2018,13:32:49,Shopping Mall,0,3h 52min 23sec,2/3/2018,17:25:12,2/3/2018 13:32,Edge Eleven,5, partly-cloudy-day,
760,,2/3/2018,13:27:46,Driving,3421,0h 5min 2sec,2/3/2018,13:32:49,2/3/2018 13:27,Driving,5, partly-cloudy-day,
761,"11220 N Lamar Blvd B-200, Austin, TX 78753",2/3/2018,12:31:52,Vietnamese,0,0h 55min 54sec,2/3/2018,13:27:46,2/3/2018 12:31,Pho Dan,5, partly-cloudy-day,
762,,2/3/2018,12:25:12,Driving,3620,0h 6min 39sec,2/3/2018,12:31:52,2/3/2018 12:25,Driving,5, partly-cloudy-day,
763,"11900 Hobby Horse Ct, Austin, TX 78758",2/2/2018,20:36:44,Apartment Building,0,15h 48min 27sec,2/3/2018,12:25:12,2/2/2018 20:36,Radius at the Domain,4, clear-night,
764,,2/2/2018,20:29:22,Driving,7013,0h 7min 21sec,2/2/2018,20:36:44,2/2/2018 20:29,Driving,4, clear-night,
765,"2700 W Anderson Ln, Austin, TX 78757",2/2/2018,19:18:22,Restaurant,0,1h 11min 0sec,2/2/2018,20:29:22,2/2/2018 19:18,Madam Mam's,4, clear-night,
766,,2/2/2018,19:05:15,Driving,9071,0h 13min 7sec,2/2/2018,19:18:22,2/2/2018 19:05,Driving,4, clear-night,
767,"11900 Hobby Horse Ct, Austin, TX 78758",2/2/2018,18:57:49,Apartment Building,0,0h 7min 25sec,2/2/2018,19:05:15,2/2/2018 18:57,Radius at the Domain,4, clear-night,
768,,2/2/2018,18:48:58,Driving,1808,0h 8min 51sec,2/2/2018,18:57:49,2/2/2018 18:48,Driving,4, clear-night,
769,"2608 W Braker Ln, Austin, TX 78758",2/2/2018,15:33:11,Fast Food,0,3h 15min 47sec,2/2/2018,18:48:58,2/2/2018 15:33,McDonald's,4, clear-day,
770,,2/2/2018,15:18:49,Driving,6455,0h 14min 21sec,2/2/2018,15:33:11,2/2/2018 15:18,Driving,4, clear-day,
771,"2900 W Anderson Ln, Austin, TX 78757",2/2/2018,14:12:06,Jewelry Store,0,1h 6min 43sec,2/2/2018,15:18:49,2/2/2018 14:12,Benold's Jewelers,4, clear-day,
772,,2/2/2018,13:48:00,Driving,9473,0h 24min 6sec,2/2/2018,14:12:06,2/2/2018 13:48,Driving,4, clear-day,
773,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/2/2018,12:18:57,Apartment Building,0,1h 29min 2sec,2/2/2018,13:48:00,2/2/2018 12:18,Home,4, partly-cloudy-day,
774,,2/2/2018,12:10:29,Driving,910,0h 8min 28sec,2/2/2018,12:18:57,2/2/2018 12:10,Driving,4, partly-cloudy-day,
775,"Austin, TX 78712",2/2/2018,8:48:43,Public University,0,3h 21min 45sec,2/2/2018,12:10:29,2/2/2018 8:48,The University of Texas at Austin,4, clear-day,
776,,2/2/2018,8:40:01,Walking,1346,0h 8min 42sec,2/2/2018,8:48:43,2/2/2018 8:40,Walking,4, clear-day,
777,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/1/2018,23:24:09,Apartment Building,0,9h 15min 51sec,2/2/2018,8:40:01,2/1/2018 23:24,Home,3, clear-night,
778,,2/1/2018,23:09:44,Driving,3320,0h 14min 24sec,2/1/2018,23:24:09,2/1/2018 23:09,Driving,3, clear-night,
779,"2312 San Gabriel St, Austin, TX 78705",2/1/2018,21:13:31,Event Venue,0,1h 56min 13sec,2/1/2018,23:09:44,2/1/2018 21:13,Texas Federation of Women's Clubs,3, clear-night,
780,,2/1/2018,20:56:59,Driving,2027,0h 16min 31sec,2/1/2018,21:13:31,2/1/2018 20:56,Driving,3, clear-night,
781,"301 E Dean Keeton St, Austin, TX 78712",2/1/2018,18:23:19,School,0,2h 33min 40sec,2/1/2018,20:56:59,2/1/2018 18:23,ECJ,3, clear-night,
782,,2/1/2018,18:18:52,Walking,333,0h 4min 26sec,2/1/2018,18:23:19,2/1/2018 18:18,Walking,3, clear-night,
783,,2/1/2018,18:00:01,Driving,4897,0h 18min 51sec,2/1/2018,18:18:52,2/1/2018 18:00,Driving,3, clear-day,
784,"4001 N Lamar Blvd, Austin, TX 78756",2/1/2018,16:16:35,Gourmet Grocery Store,0,1h 43min 26sec,2/1/2018,18:00:01,2/1/2018 16:16,Central Market,3, clear-day,
785,,2/1/2018,15:56:47,Driving,8024,0h 19min 47sec,2/1/2018,16:16:35,2/1/2018 15:56,Driving,3, clear-day,
786,"2823 E Mlk St, Austin, TX 78702",2/1/2018,14:01:32,Apartment Rental Agency,0,1h 55min 14sec,2/1/2018,15:56:47,2/1/2018 14:01,Platform Apartments,3, clear-day,
787,,2/1/2018,13:51:18,Driving,3437,0h 10min 14sec,2/1/2018,14:01:32,2/1/2018 13:51,Driving,3, clear-day,
788,"1201 Barbara Jordan Blvd, Austin, TX 78723",2/1/2018,13:41:26,Electronics Store,0,0h 9min 52sec,2/1/2018,13:51:18,2/1/2018 13:41,Best Buy,3, clear-day,
789,,2/1/2018,13:34:38,Driving,5686,0h 6min 48sec,2/1/2018,13:41:26,2/1/2018 13:34,Driving,3, clear-day,
790,"2404 Guadalupe St, Austin, TX 78705",2/1/2018,11:58:28,Bagel Shop,0,1h 36min 10sec,2/1/2018,13:34:38,2/1/2018 11:58,Einstein Bros. Bagels,3, clear-day,
791,,2/1/2018,11:54:13,Driving,1813,0h 4min 14sec,2/1/2018,11:58:28,2/1/2018 11:54,Driving,3, clear-day,
792,"Austin, TX 78712",2/1/2018,8:52:47,Public University,0,3h 1min 26sec,2/1/2018,11:54:13,2/1/2018 8:52,The University of Texas at Austin,3, clear-day,
793,,2/1/2018,8:44:17,Walking,4133,0h 8min 30sec,2/1/2018,8:52:47,2/1/2018 8:44,Walking,3, clear-day,
794,"2823 E Mlk St, Austin, TX 78702",2/1/2018,8:42:10,Apartment Rental Agency,0,0h 2min 7sec,2/1/2018,8:44:17,2/1/2018 8:42,Platform Apartments,3, clear-day,
795,,2/1/2018,8:37:07,Walking,2492,0h 5min 3sec,2/1/2018,8:42:10,2/1/2018 8:37,Walking,3, clear-day,
796,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/31/2018,23:17:25,Apartment Building,0,9h 19min 41sec,2/1/2018,8:37:07,1/31/2018 23:17,Home,2, clear-night,
797,,1/31/2018,23:13:53,Driving,77,0h 3min 31sec,1/31/2018,23:17:25,1/31/2018 23:13,Driving,2, clear-night,
798,,1/31/2018,23:00:49,Walking,1686,0h 13min 4sec,1/31/2018,23:13:53,1/31/2018 23:00,Walking,2, clear-night,
799,"Austin, TX 78712",1/31/2018,21:26:51,Public University,0,1h 33min 58sec,1/31/2018,23:00:49,1/31/2018 21:26,The University of Texas at Austin,2, clear-night,
800,,1/31/2018,21:14:02,Cycling,1509,0h 12min 48sec,1/31/2018,21:26:51,1/31/2018 21:14,Cycling,2, clear-night,
801,,1/31/2018,21:09:55,Driving,1408,0h 4min 6sec,1/31/2018,21:14:02,1/31/2018 21:09,Driving,2, clear-night,
802,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/31/2018,15:14:55,Apartment Building,0,5h 54min 59sec,1/31/2018,21:09:55,1/31/2018 15:14,Home,2, clear-day,
803,,1/31/2018,15:09:55,Driving,850,0h 5min 0sec,1/31/2018,15:14:55,1/31/2018 15:09,Driving,2, clear-day,
804,"Austin, TX 78712",1/31/2018,12:56:42,Public University,0,2h 13min 13sec,1/31/2018,15:09:55,1/31/2018 12:56,The University of Texas at Austin,2, wind,
805,,1/31/2018,12:52:29,On a bus,2173,0h 4min 12sec,1/31/2018,12:56:42,1/31/2018 12:52,On a bus,2, wind,
806,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/31/2018,10:18:39,Apartment Building,0,2h 33min 49sec,1/31/2018,12:52:29,1/31/2018 10:18,Home,2, clear-day,
807,,1/31/2018,10:13:32,Driving,1429,0h 5min 7sec,1/31/2018,10:18:39,1/31/2018 10:13,Driving,2, clear-day,
808,"Austin, TX 78712",1/31/2018,8:47:31,Public University,0,1h 26min 1sec,1/31/2018,10:13:32,1/31/2018 8:47,The University of Texas at Austin,2, clear-day,
809,,1/31/2018,8:38:38,On a bus,1415,0h 8min 52sec,1/31/2018,8:47:31,1/31/2018 8:38,On a bus,2, clear-day,
810,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/30/2018,23:49:23,Apartment Building,0,8h 49min 14sec,1/31/2018,8:38:38,1/30/2018 23:49,Home,1, clear-night,
811,,1/30/2018,23:35:28,Driving,13142,0h 13min 55sec,1/30/2018,23:49:23,1/30/2018 23:35,Driving,1, clear-night,
812,"11900 Hobby Horse Ct, Austin, TX 78758",1/30/2018,20:01:09,Apartment Building,0,3h 34min 18sec,1/30/2018,23:35:28,1/30/2018 20:01,Radius at the Domain,1, clear-night,
813,,1/30/2018,19:53:08,Driving,3760,0h 8min 0sec,1/30/2018,20:01:09,1/30/2018 19:53,Driving,1, clear-night,
814,"9041 Research Blvd #100, Austin, TX 78758",1/30/2018,18:14:30,Mexican,0,1h 38min 38sec,1/30/2018,19:53:08,1/30/2018 18:14,Casa Chapala,1, clear-night,
815,,1/30/2018,17:53:58,Driving,8058,0h 20min 32sec,1/30/2018,18:14:30,1/30/2018 17:53,Driving,1, clear-day,
816,"11900 Hobby Horse Ct, Austin, TX 78758",1/30/2018,17:47:10,Apartment Building,0,0h 6min 47sec,1/30/2018,17:53:58,1/30/2018 17:47,Radius at the Domain,1, clear-day,
817,,1/30/2018,17:35:13,Driving,1723,0h 11min 57sec,1/30/2018,17:47:10,1/30/2018 17:35,Driving,1, clear-day,
818,"2608 W Braker Ln, Austin, TX 78758",1/30/2018,16:07:07,Fast Food,0,1h 28min 6sec,1/30/2018,17:35:13,1/30/2018 16:07,McDonald's,1, clear-day,
819,,1/30/2018,15:50:16,Driving,13869,0h 16min 50sec,1/30/2018,16:07:07,1/30/2018 15:50,Driving,1, clear-day,
820,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/30/2018,15:30:01,Apartment Building,0,0h 20min 15sec,1/30/2018,15:50:16,1/30/2018 15:30,Home,1, clear-day,
821,,1/30/2018,15:23:15,Driving,890,0h 6min 45sec,1/30/2018,15:30:01,1/30/2018 15:23,Driving,1, clear-day,
822,"301 E Dean Keeton St, Austin, TX 78712",1/30/2018,13:56:03,School,0,1h 27min 12sec,1/30/2018,15:23:15,1/30/2018 13:56,ECJ,1, clear-day,
823,,1/30/2018,13:53:52,Cycling,949,0h 2min 11sec,1/30/2018,13:56:03,1/30/2018 13:53,Cycling,1, clear-day,
824,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/30/2018,12:12:40,Apartment Building,0,1h 41min 11sec,1/30/2018,13:53:52,1/30/2018 12:12,Home,1, clear-day,
825,,1/30/2018,12:10:06,Walking,803,0h 2min 34sec,1/30/2018,12:12:40,1/30/2018 12:10,Walking,1, clear-day,
826,"Austin, TX 78712",1/30/2018,9:58:32,Public University,0,2h 11min 34sec,1/30/2018,12:10:06,1/30/2018 9:58,The University of Texas at Austin,1, clear-day,
827,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/29/2018,22:42:48,Apartment Building,0,11h 15min 42sec,1/30/2018,9:58:31,1/29/2018 22:42,Home,0, clear-night,
828,,1/29/2018,22:30:36,Walking,896,0h 12min 12sec,1/29/2018,22:42:48,1/29/2018 22:30,Walking,0, clear-night,
829,"301 E Dean Keeton St, Austin, TX 78712",1/29/2018,20:42:49,School,0,1h 47min 47sec,1/29/2018,22:30:36,1/29/2018 20:42,ECJ,0, clear-night,
830,,1/29/2018,20:29:47,Walking,996,0h 13min 1sec,1/29/2018,20:42:49,1/29/2018 20:29,Walking,0, clear-night,
831,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/29/2018,17:07:22,Apartment Building,0,3h 22min 24sec,1/29/2018,20:29:47,1/29/2018 17:07,Home,0, clear-day,
832,,1/29/2018,17:00:13,Driving,2247,0h 7min 8sec,1/29/2018,17:07:22,1/29/2018 17:00,Driving,0, clear-day,
833,"1190 Chicon St, Austin, TX 78702",1/29/2018,14:49:48,Community Center,0,2h 10min 25sec,1/29/2018,17:00:13,1/29/2018 14:49,Mission Possible Austin,0, clear-day,
834,,1/29/2018,14:45:48,Driving,2279,0h 4min 0sec,1/29/2018,14:49:48,1/29/2018 14:45,Driving,0, clear-day,
835,"The Bungalows, 2703 Swisher St, Austin, TX 78705",1/29/2018,11:05:23,Apartment Building,0,3h 40min 24sec,1/29/2018,14:45:48,1/29/2018 11:05,Home,0, clear-day,
836,,1/29/2018,11:01:15,Driving,1222,0h 4min 8sec,1/29/2018,11:05:23,1/29/2018 11:01,Driving,0, clear-day,
