,Address,BeginDate,BeginTime,Category,Distance,Duration,EndDate,EndTime,IndexTime,Name,WeekDay,Weather,"Mood (1,2,3,4,5::negative,neutral,positive)"
497,"2230-32, Guadalupe St, Austin, TX 78705",2/23/2018,12:41:16,Mexican,0,1h 12min 1sec,2/23/2018,13:53:18,2/23/2018 12:41,Chipotle Mexican Grill,4, clear-day,
498,,2/23/2018,12:37:07,Walking,775,0h 4min 8sec,2/23/2018,12:41:16,2/23/2018 12:37,Walking,4, fog,
499,"Austin, TX 78712",2/23/2018,8:59:35,Public University,0,3h 37min 32sec,2/23/2018,12:37:07,2/23/2018 8:59,The University of Texas at Austin,4, partly-cloudy-day,
500,,2/23/2018,8:45:31,Walking,1303,0h 14min 4sec,2/23/2018,8:59:35,2/23/2018 8:45,Walking,4, rain,
501,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/22/2018,21:35:33,Apartment Building,0,11h 9min 57sec,2/23/2018,8:45:31,2/22/2018 21:35,Home,3, rain,
502,,2/22/2018,21:11:00,Driving,4140,0h 24min 32sec,2/22/2018,21:35:33,2/22/2018 21:11,Driving,3, rain,
503,"301 E Dean Keeton St, Austin, TX 78712",2/22/2018,18:20:28,School,0,2h 50min 32sec,2/22/2018,21:11:00,2/22/2018 18:20,ECJ,3, cloudy,
504,,2/22/2018,18:08:13,Walking,1028,0h 12min 14sec,2/22/2018,18:20:28,2/22/2018 18:08,Walking,3, cloudy,
505,"Austin, TX 78712",2/22/2018,15:34:17,Public University,0,2h 33min 56sec,2/22/2018,18:08:13,2/22/2018 15:34,The University of Texas at Austin,3, clear-day,
506,,2/22/2018,15:26:05,Walking,801,0h 8min 11sec,2/22/2018,15:34:17,2/22/2018 15:26,Walking,3, clear-day,
507,"301 E Dean Keeton St, Austin, TX 78712",2/22/2018,14:06:04,School,0,1h 20min 1sec,2/22/2018,15:26:05,2/22/2018 14:06,ECJ,3, rain,
508,,2/22/2018,13:54:33,Walking,998,0h 11min 30sec,2/22/2018,14:06:04,2/22/2018 13:54,Walking,3, rain,
509,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/22/2018,12:56:18,Apartment Building,0,0h 58min 14sec,2/22/2018,13:54:33,2/22/2018 12:56,Home,3, rain,
510,,2/22/2018,12:44:28,Driving,11450,0h 11min 50sec,2/22/2018,12:56:18,2/22/2018 12:44,Driving,3, cloudy,
511,"7849 Shoal Creek Blvd, Austin, TX 78757",2/22/2018,12:34:36,Restaurant,0,0h 9min 52sec,2/22/2018,12:44:28,2/22/2018 12:34,Cabo Bob's,3, cloudy,
512,"2900 W Anderson Ln, Austin, TX 78757",2/22/2018,12:11:10,Jewelry Store,0,0h 23min 26sec,2/22/2018,12:34:36,2/22/2018 12:11,Benold's Jewelers,3, cloudy,
513,,2/22/2018,11:58:04,Driving,11712,0h 13min 6sec,2/22/2018,12:11:10,2/22/2018 11:58,Driving,3, cloudy,
514,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/22/2018,11:49:59,Apartment Building,0,0h 8min 5sec,2/22/2018,11:58:04,2/22/2018 11:49,Home,3, cloudy,
515,,2/22/2018,11:39:23,Driving,793,0h 10min 35sec,2/22/2018,11:49:59,2/22/2018 11:39,Driving,3, cloudy,
516,"Austin, TX 78712",2/22/2018,9:03:49,Public University,0,2h 35min 33sec,2/22/2018,11:39:23,2/22/2018 9:03,The University of Texas at Austin,3, clear-day,
517,,2/22/2018,8:51:37,Driving,3378,0h 12min 12sec,2/22/2018,9:03:49,2/22/2018 8:51,Driving,3, clear-day,
518,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/22/2018,1:14:20,Apartment Building,0,7h 37min 16sec,2/22/2018,8:51:37,2/22/2018 1:14,Home,3, clear-night,
519,,2/22/2018,1:01:28,Driving,14135,0h 12min 52sec,2/22/2018,1:14:20,2/22/2018 1:01,Driving,3, clear-night,
520,"11900 Hobby Horse Ct, Austin, TX 78758",2/21/2018,23:17:02,Apartment Building,0,1h 44min 25sec,2/22/2018,1:01:28,2/21/2018 23:17,Radius at the Domain,2, cloudy,
521,,2/21/2018,22:58:51,Driving,15949,0h 18min 11sec,2/21/2018,23:17:02,2/21/2018 22:58,Driving,2, clear-night,
522,,2/21/2018,22:55:27,Walking,535,0h 3min 23sec,2/21/2018,22:58:51,2/21/2018 22:55,Walking,2, clear-night,
523,"Austin, TX 78712",2/21/2018,21:30:58,Public University,0,1h 24min 29sec,2/21/2018,22:55:27,2/21/2018 21:30,The University of Texas at Austin,2, clear-night,
524,,2/21/2018,21:21:54,Driving,1512,0h 9min 4sec,2/21/2018,21:30:58,2/21/2018 21:21,Driving,2, clear-night,
525,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/21/2018,21:05:49,Apartment Building,0,0h 16min 4sec,2/21/2018,21:21:54,2/21/2018 21:05,Home,2, clear-night,
526,,2/21/2018,20:59:29,Driving,2926,0h 6min 19sec,2/21/2018,21:05:49,2/21/2018 20:59,Driving,2, clear-night,
527,,2/21/2018,20:53:54,Walking,551,0h 5min 35sec,2/21/2018,20:59:29,2/21/2018 20:53,Walking,2, clear-night,
528,"550 Bowie St, Austin, TX 78703",2/21/2018,20:34:29,Corporate Office,0,0h 19min 25sec,2/21/2018,20:53:54,2/21/2018 20:34,Whole Foods Market Global Support Offices,2, clear-night,
529,,2/21/2018,20:25:05,Driving,4989,0h 9min 24sec,2/21/2018,20:34:29,2/21/2018 20:25,Driving,2, clear-night,
530,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/21/2018,13:41:06,Apartment Building,0,6h 43min 59sec,2/21/2018,20:25:05,2/21/2018 13:41,Home,2, rain,
531,,2/21/2018,13:30:13,On a bus,1373,0h 10min 53sec,2/21/2018,13:41:06,2/21/2018 13:30,On a bus,2, rain,
532,"Austin, TX 78712",2/21/2018,8:59:09,Public University,0,4h 31min 3sec,2/21/2018,13:30:13,2/21/2018 8:59,The University of Texas at Austin,2, clear-day,
533,,2/21/2018,8:37:59,Walking,1674,0h 21min 10sec,2/21/2018,8:59:09,2/21/2018 8:37,Walking,2, clear-day,
534,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/20/2018,18:04:26,Apartment Building,0,14h 33min 33sec,2/21/2018,8:37:59,2/20/2018 18:04,Home,1, partly-cloudy-day,
535,,2/20/2018,17:54:44,Driving,2433,0h 9min 41sec,2/20/2018,18:04:26,2/20/2018 17:54,Driving,1, partly-cloudy-day,
536,"503 W Martin Luther King Jr Blvd, Austin, TX 78701",2/20/2018,17:43:39,Fast Food,0,0h 11min 5sec,2/20/2018,17:54:44,2/20/2018 17:43,Chick-fil-A,1, partly-cloudy-day,
537,,2/20/2018,17:34:34,Driving,1739,0h 9min 4sec,2/20/2018,17:43:39,2/20/2018 17:34,Driving,1, partly-cloudy-day,
538,"301 E Dean Keeton St, Austin, TX 78712",2/20/2018,13:54:31,School,0,3h 40min 3sec,2/20/2018,17:34:34,2/20/2018 13:54,ECJ,1, rain,
539,,2/20/2018,13:48:29,Driving,1076,0h 6min 2sec,2/20/2018,13:54:31,2/20/2018 13:48,Driving,1, rain,
540,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/20/2018,8:44:40,Apartment Building,0,5h 3min 48sec,2/20/2018,13:48:29,2/20/2018 8:44,Home,1, partly-cloudy-day,
541,,2/20/2018,8:35:36,Walking,971,0h 9min 4sec,2/20/2018,8:44:40,2/20/2018 8:35,Walking,1, partly-cloudy-day,
542,"2201 Speedway, Austin, TX 78712",2/20/2018,7:39:12,University Department,0,0h 56min 24sec,2/20/2018,8:35:36,2/20/2018 7:39,Student Activity Center,1, partly-cloudy-day,
543,,2/20/2018,7:36:20,Walking,115,0h 2min 51sec,2/20/2018,7:39:12,2/20/2018 7:36,Walking,1, partly-cloudy-day,
544,,2/20/2018,7:21:57,Driving,1402,0h 14min 23sec,2/20/2018,7:36:20,2/20/2018 7:21,Driving,1, partly-cloudy-day,
545,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/19/2018,20:16:33,Apartment Building,0,11h 5min 24sec,2/20/2018,7:21:57,2/19/2018 20:16,Home,0, partly-cloudy-night,
546,,2/19/2018,20:12:46,Driving,1265,0h 3min 46sec,2/19/2018,20:16:33,2/19/2018 20:12,Driving,0, partly-cloudy-night,
547,"Austin, TX 78705",2/19/2018,18:40:18,,0,1h 32min 28sec,2/19/2018,20:12:46,2/19/2018 18:40,3500 Duval St,0, partly-cloudy-night,
548,,2/19/2018,18:29:15,Driving,1170,0h 11min 3sec,2/19/2018,18:40:18,2/19/2018 18:29,Driving,0, partly-cloudy-night,
549,"301 E Dean Keeton St, Austin, TX 78712",2/19/2018,18:22:53,School,0,0h 6min 22sec,2/19/2018,18:29:15,2/19/2018 18:22,ECJ,0, partly-cloudy-night,
550,,2/19/2018,18:19:37,Moving,474,0h 3min 16sec,2/19/2018,18:22:53,2/19/2018 18:19,Moving,0, partly-cloudy-day,
551,"Austin, TX 78712",2/19/2018,13:07:59,Public University,0,5h 11min 38sec,2/19/2018,18:19:37,2/19/2018 13:07,The University of Texas at Austin,0, wind,
552,,2/19/2018,13:03:13,Driving,899,0h 4min 45sec,2/19/2018,13:07:59,2/19/2018 13:03,Driving,0, wind,
553,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/19/2018,11:10:35,Apartment Building,0,1h 52min 37sec,2/19/2018,13:03:13,2/19/2018 11:10,Home,0, wind,
554,,2/19/2018,11:07:52,Driving,1349,0h 2min 43sec,2/19/2018,11:10:35,2/19/2018 11:07,Driving,0, wind,
555,"Austin, TX 78712",2/19/2018,7:44:26,Public University,0,3h 23min 26sec,2/19/2018,11:07:52,2/19/2018 7:44,The University of Texas at Austin,0, clear-day,
556,,2/19/2018,7:40:51,Walking,610,0h 3min 34sec,2/19/2018,7:44:26,2/19/2018 7:40,Walking,0, clear-day,
557,,2/19/2018,7:34:21,Driving,896,0h 6min 30sec,2/19/2018,7:40:51,2/19/2018 7:34,Driving,0, clear-day,
558,,2/19/2018,7:28:08,Walking,451,0h 6min 13sec,2/19/2018,7:34:21,2/19/2018 7:28,Walking,0, clear-day,
559,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/18/2018,21:28:11,Apartment Building,0,9h 59min 56sec,2/19/2018,7:28:08,2/18/2018 21:28,Home,6, clear-night,
560,,2/18/2018,21:09:40,Driving,1946,0h 18min 31sec,2/18/2018,21:28:11,2/18/2018 21:09,Driving,6, wind,
561,"Austin, TX 78705",2/18/2018,20:11:44,,0,0h 57min 56sec,2/18/2018,21:09:40,2/18/2018 20:11,The Drag,6, clear-night,
562,,2/18/2018,19:37:34,Driving,22899,0h 34min 10sec,2/18/2018,20:11:44,2/18/2018 19:37,Driving,6, clear-night,
563,"11900 Hobby Horse Ct, Austin, TX 78758",2/18/2018,16:34:14,Apartment Building,0,3h 3min 19sec,2/18/2018,19:37:34,2/18/2018 16:34,Radius at the Domain,6, partly-cloudy-day,
564,,2/18/2018,16:23:08,Driving,2894,0h 11min 5sec,2/18/2018,16:34:14,2/18/2018 16:23,Driving,6, partly-cloudy-day,
565,"10515 N Mopac Expy, Austin, TX 78759",2/18/2018,15:41:06,Shopping Mall,0,0h 42min 2sec,2/18/2018,16:23:08,2/18/2018 15:41,The Shops at Arbor Walk,6, partly-cloudy-day,
566,,2/18/2018,15:15:20,Driving,3801,0h 25min 46sec,2/18/2018,15:41:06,2/18/2018 15:15,Driving,6, partly-cloudy-day,
567,"10107 Research Blvd, Austin, TX 78759",2/18/2018,14:49:26,Department Store,0,0h 25min 54sec,2/18/2018,15:15:20,2/18/2018 14:49,Target,6, partly-cloudy-day,
568,,2/18/2018,14:40:24,Driving,6960,0h 9min 2sec,2/18/2018,14:49:26,2/18/2018 14:40,Driving,6, partly-cloudy-day,
569,"11900 Hobby Horse Ct, Austin, TX 78758",2/18/2018,14:10:52,Apartment Building,0,0h 29min 31sec,2/18/2018,14:40:24,2/18/2018 14:10,Radius at the Domain,6, partly-cloudy-day,
570,,2/18/2018,14:08:51,Walking,62,0h 2min 0sec,2/18/2018,14:10:52,2/18/2018 14:08,Walking,6, partly-cloudy-day,
571,,2/18/2018,13:56:52,Driving,4651,0h 11min 59sec,2/18/2018,14:08:51,2/18/2018 13:56,Driving,6, partly-cloudy-day,
572,"10401 Research Blvd A, Austin, TX 78759",2/18/2018,12:58:25,Optometrist,0,0h 58min 27sec,2/18/2018,13:56:52,2/18/2018 12:58,Great Hills Eye Care,6, cloudy,
573,,2/18/2018,12:42:19,Driving,16112,0h 16min 6sec,2/18/2018,12:58:25,2/18/2018 12:42,Driving,6, cloudy,
574,"609 W 6th St, Austin, TX 78701",2/18/2018,11:04:03,Caterer,0,1h 38min 15sec,2/18/2018,12:42:19,2/18/2018 11:04,Walton's Fancy & Staple,6, cloudy,
575,,2/18/2018,10:41:25,Driving,5673,0h 22min 38sec,2/18/2018,11:04:03,2/18/2018 10:41,Driving,6, clear-day,
576,"1715 Cesar Chavez St, Austin, TX 78703",2/18/2018,9:28:47,High School,0,1h 12min 37sec,2/18/2018,10:41:25,2/18/2018 9:28,Austin High School,6, fog,
577,,2/18/2018,9:09:56,Driving,10350,0h 18min 51sec,2/18/2018,9:28:47,2/18/2018 9:09,Driving,6, fog,
578,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/17/2018,13:42:02,Apartment Building,0,19h 27min 53sec,2/18/2018,9:09:56,2/17/2018 13:42,Home,5, clear-day,
579,,2/17/2018,13:36:40,Driving,1638,0h 5min 22sec,2/17/2018,13:42:02,2/17/2018 13:36,Driving,5, clear-day,
580,"1000 E 41st St, Austin, TX 78751",2/17/2018,13:25:15,Shopping Mall,0,0h 11min 25sec,2/17/2018,13:36:40,2/17/2018 13:25,Hancock Center,5, clear-day,
581,,2/17/2018,13:04:17,Driving,19262,0h 20min 58sec,2/17/2018,13:25:15,2/17/2018 13:04,Driving,5, clear-day,
582,"11900 Hobby Horse Ct, Austin, TX 78758",2/17/2018,12:58:07,Apartment Building,0,0h 6min 9sec,2/17/2018,13:04:17,2/17/2018 12:58,Radius at the Domain,5, partly-cloudy-day,
583,,2/17/2018,12:47:01,Driving,4276,0h 11min 5sec,2/17/2018,12:58:07,2/17/2018 12:47,Driving,5, partly-cloudy-day,
584,"10901 N Lamar Blvd, Austin, TX 78753",2/17/2018,11:36:14,Shopping Mall,0,1h 10min 47sec,2/17/2018,12:47:01,2/17/2018 11:36,Chinatown Center,5, partly-cloudy-day,
585,,2/17/2018,11:28:29,Driving,5400,0h 7min 45sec,2/17/2018,11:36:14,2/17/2018 11:28,Driving,5, partly-cloudy-day,
586,"11900 Hobby Horse Ct, Austin, TX 78758",2/17/2018,11:13:09,Apartment Building,0,0h 15min 19sec,2/17/2018,11:28:29,2/17/2018 11:13,Radius at the Domain,5, partly-cloudy-day,
587,,2/17/2018,10:51:54,Driving,17610,0h 21min 15sec,2/17/2018,11:13:09,2/17/2018 10:51,Driving,5, partly-cloudy-day,
588,"2300 E Cesar Chavez St, Austin, TX 78702",2/17/2018,9:53:23,Mexican,0,0h 58min 30sec,2/17/2018,10:51:54,2/17/2018 9:53,Juan in a Million,5, partly-cloudy-day,
589,,2/17/2018,9:41:56,Driving,5075,0h 11min 27sec,2/17/2018,9:53:23,2/17/2018 9:41,Driving,5, partly-cloudy-day,
590,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/17/2018,1:42:33,Apartment Building,0,7h 59min 22sec,2/17/2018,9:41:56,2/17/2018 1:42,Home,5, clear-night,
591,,2/17/2018,1:35:28,Driving,2412,0h 7min 5sec,2/17/2018,1:42:33,2/17/2018 1:35,Driving,5, clear-night,
592,"2823 E Mlk St, Austin, TX 78702",2/16/2018,22:21:48,Apartment Rental Agency,0,3h 13min 40sec,2/17/2018,1:35:28,2/16/2018 22:21,Platform Apartments,4, clear-night,
593,,2/16/2018,22:16:33,Driving,1855,0h 5min 14sec,2/16/2018,22:21:48,2/16/2018 22:16,Driving,4, clear-night,
594,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/16/2018,13:14:24,Apartment Building,0,9h 2min 9sec,2/16/2018,22:16:33,2/16/2018 13:14,Home,4, clear-day,
595,,2/16/2018,13:02:39,Driving,867,0h 11min 44sec,2/16/2018,13:14:24,2/16/2018 13:02,Driving,4, clear-day,
596,"Austin, TX 78712",2/16/2018,10:35:09,Public University,0,2h 27min 29sec,2/16/2018,13:02:39,2/16/2018 10:35,The University of Texas at Austin,4, clear-day,
597,,2/16/2018,10:21:29,Walking,1482,0h 13min 40sec,2/16/2018,10:35:09,2/16/2018 10:21,Walking,4, clear-day,
598,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/15/2018,23:24:04,Apartment Building,0,10h 57min 25sec,2/16/2018,10:21:29,2/15/2018 23:24,Home,3, partly-cloudy-night,
599,,2/15/2018,23:13:13,Driving,2620,0h 10min 50sec,2/15/2018,23:24:04,2/15/2018 23:13,Driving,3, partly-cloudy-night,
600,"2312 San Gabriel St, Austin, TX 78705",2/15/2018,21:41:21,Event Venue,0,1h 31min 52sec,2/15/2018,23:13:13,2/15/2018 21:41,Texas Federation of Women's Clubs,3, clear-night,
601,,2/15/2018,21:32:17,Driving,2394,0h 9min 3sec,2/15/2018,21:41:21,2/15/2018 21:32,Driving,3, clear-night,
602,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/15/2018,21:18:01,Apartment Building,0,0h 14min 16sec,2/15/2018,21:32:17,2/15/2018 21:18,Home,3, clear-night,
603,,2/15/2018,21:10:33,Driving,1154,0h 7min 27sec,2/15/2018,21:18:01,2/15/2018 21:10,Driving,3, clear-night,
604,"301 E Dean Keeton St, Austin, TX 78712",2/15/2018,18:31:46,School,0,2h 38min 46sec,2/15/2018,21:10:33,2/15/2018 18:31,ECJ,3, clear-night,
605,,2/15/2018,18:14:35,Driving,3111,0h 17min 10sec,2/15/2018,18:31:46,2/15/2018 18:14,Driving,3, clear-day,
606,"2405 Nueces St, Austin, TX 78705",2/15/2018,16:48:24,Deli,0,1h 26min 11sec,2/15/2018,18:14:35,2/15/2018 16:48,Fricano's Deli & Catering,3, clear-day,
607,,2/15/2018,16:44:06,Walking,604,0h 4min 17sec,2/15/2018,16:48:24,2/15/2018 16:44,Walking,3, clear-day,
608,,2/15/2018,16:31:08,Driving,2875,0h 12min 58sec,2/15/2018,16:44:06,2/15/2018 16:31,Driving,3, clear-day,
609,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/15/2018,15:19:03,Apartment Building,0,1h 12min 4sec,2/15/2018,16:31:08,2/15/2018 15:19,Home,3, clear-day,
610,,2/15/2018,15:11:55,Walking,1248,0h 7min 7sec,2/15/2018,15:19:03,2/15/2018 15:11,Walking,3, clear-day,
611,"301 E Dean Keeton St, Austin, TX 78712",2/15/2018,14:03:01,School,0,1h 8min 53sec,2/15/2018,15:11:55,2/15/2018 14:03,ECJ,3, clear-day,
612,,2/15/2018,14:00:18,Walking,502,0h 2min 43sec,2/15/2018,14:03:01,2/15/2018 14:00,Walking,3, clear-day,
613,"Austin, TX 78712",2/15/2018,9:02:04,Public University,0,4h 58min 14sec,2/15/2018,14:00:18,2/15/2018 9:02,The University of Texas at Austin,3, clear-day,
614,,2/15/2018,8:53:10,Driving,3631,0h 8min 53sec,2/15/2018,9:02:04,2/15/2018 8:53,Driving,3, clear-day,
615,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/15/2018,0:35:24,Apartment Building,0,8h 17min 46sec,2/15/2018,8:53:10,2/15/2018 0:35,Home,3, cloudy,
616,,2/15/2018,0:21:34,Driving,13784,0h 13min 50sec,2/15/2018,0:35:24,2/15/2018 0:21,Driving,3, cloudy,
617,"11900 Hobby Horse Ct, Austin, TX 78758",2/14/2018,18:28:15,Apartment Building,0,5h 53min 19sec,2/15/2018,0:21:34,2/14/2018 18:28,Radius at the Domain,2, clear-night,
618,,2/14/2018,18:12:31,Driving,15803,0h 15min 44sec,2/14/2018,18:28:15,2/14/2018 18:12,Driving,2, clear-day,
619,"1000 E 41st St, Austin, TX 78751",2/14/2018,17:43:49,Shopping Mall,0,0h 28min 42sec,2/14/2018,18:12:31,2/14/2018 17:43,Hancock Center,2, clear-day,
620,,2/14/2018,17:38:10,Driving,1696,0h 5min 38sec,2/14/2018,17:43:49,2/14/2018 17:38,Driving,2, clear-day,
621,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/14/2018,13:29:36,Apartment Building,0,4h 8min 33sec,2/14/2018,17:38:10,2/14/2018 13:29,Home,2, clear-day,
622,,2/14/2018,13:27:13,Driving,1283,0h 2min 23sec,2/14/2018,13:29:36,2/14/2018 13:27,Driving,2, clear-day,
623,"Austin, TX 78712",2/14/2018,8:59:09,Public University,0,4h 28min 4sec,2/14/2018,13:27:13,2/14/2018 8:59,The University of Texas at Austin,2, fog,
624,,2/14/2018,8:45:33,Walking,2363,0h 13min 36sec,2/14/2018,8:59:09,2/14/2018 8:45,Walking,2, fog,
625,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/13/2018,17:38:01,Apartment Building,0,15h 7min 31sec,2/14/2018,8:45:33,2/13/2018 17:38,Home,1, cloudy,
626,,2/13/2018,17:33:25,Driving,1585,0h 4min 36sec,2/13/2018,17:38:01,2/13/2018 17:33,Driving,1, cloudy,
627,"Austin, TX 78712",2/13/2018,15:11:56,Public University,0,2h 21min 29sec,2/13/2018,17:33:25,2/13/2018 15:11,The University of Texas at Austin,1, clear-day,
628,,2/13/2018,15:10:07,Walking,501,0h 1min 48sec,2/13/2018,15:11:56,2/13/2018 15:10,Walking,1, clear-day,
629,"301 E Dean Keeton St, Austin, TX 78712",2/13/2018,13:41:20,School,0,1h 28min 46sec,2/13/2018,15:10:07,2/13/2018 13:41,ECJ,1, clear-day,
630,,2/13/2018,13:23:01,Walking,2081,0h 18min 19sec,2/13/2018,13:41:20,2/13/2018 13:23,Walking,1, clear-day,
631,"2807 San Jacinto Blvd, Austin, TX 78712",2/13/2018,12:35:18,Taco Restaurant,0,0h 47min 43sec,2/13/2018,13:23:01,2/13/2018 12:35,Taco Joint,1, cloudy,
632,,2/13/2018,12:25:40,Driving,1208,0h 9min 37sec,2/13/2018,12:35:18,2/13/2018 12:25,Driving,1, cloudy,
633,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/13/2018,10:36:11,Apartment Building,0,1h 49min 28sec,2/13/2018,12:25:40,2/13/2018 10:36,Home,1, clear-day,
634,,2/13/2018,10:17:50,Walking,2001,0h 18min 21sec,2/13/2018,10:36:11,2/13/2018 10:17,Walking,1, clear-day,
635,"Austin, TX 78712",2/13/2018,8:39:15,Public University,0,1h 38min 35sec,2/13/2018,10:17:50,2/13/2018 8:39,The University of Texas at Austin,1, clear-day,
636,"2201 Speedway, Austin, TX 78712",2/13/2018,7:30:42,University Department,0,1h 8min 32sec,2/13/2018,8:39:14,2/13/2018 7:30,Student Activity Center,1, clear-day,
637,,2/13/2018,7:21:48,Walking,774,0h 8min 53sec,2/13/2018,7:30:42,2/13/2018 7:21,Walking,1, clear-day,
638,,2/13/2018,7:17:29,Driving,1403,0h 4min 19sec,2/13/2018,7:21:48,2/13/2018 7:17,Driving,1, clear-night,
639,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/12/2018,20:29:29,Apartment Building,0,10h 47min 59sec,2/13/2018,7:17:29,2/12/2018 20:29,Home,0, clear-night,
640,,2/12/2018,20:26:07,Driving,1364,0h 3min 21sec,2/12/2018,20:29:29,2/12/2018 20:26,Driving,0, clear-night,
641,"Austin, TX 78705",2/12/2018,18:52:42,,0,1h 33min 25sec,2/12/2018,20:26:07,2/12/2018 18:52,3500 Duval St,0, partly-cloudy-night,
642,,2/12/2018,18:49:52,Driving,2914,0h 2min 49sec,2/12/2018,18:52:42,2/12/2018 18:49,Driving,0, partly-cloudy-night,
643,"1190 Chicon St, Austin, TX 78702",2/12/2018,15:03:33,Community Center,0,3h 46min 19sec,2/12/2018,18:49:52,2/12/2018 15:03,Mission Possible Austin,0, clear-day,
644,,2/12/2018,14:58:32,Driving,2274,0h 5min 1sec,2/12/2018,15:03:33,2/12/2018 14:58,Driving,0, clear-day,
645,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/12/2018,11:05:39,Apartment Building,0,3h 52min 52sec,2/12/2018,14:58:32,2/12/2018 11:05,Home,0, clear-day,
646,,2/12/2018,10:57:06,Boating,1108,0h 8min 33sec,2/12/2018,11:05:39,2/12/2018 10:57,Boating,0, clear-day,
647,"Austin, TX 78712",2/12/2018,8:50:09,Public University,0,2h 6min 57sec,2/12/2018,10:57:06,2/12/2018 8:50,The University of Texas at Austin,0, clear-day,
648,,2/12/2018,8:39:13,Walking,1341,0h 10min 55sec,2/12/2018,8:50:09,2/12/2018 8:39,Walking,0, clear-day,
649,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/11/2018,21:04:07,Apartment Building,0,11h 35min 5sec,2/12/2018,8:39:13,2/11/2018 21:04,Home,6, clear-night,
650,,2/11/2018,20:48:20,Driving,6691,0h 15min 47sec,2/11/2018,21:04:07,2/11/2018 20:48,Driving,6, clear-night,
651,"1728 Barton Springs Rd, Austin, TX 78704",2/11/2018,19:34:55,Tex-Mex Restaurant,0,1h 13min 24sec,2/11/2018,20:48:20,2/11/2018 19:34,Chuy's,6, clear-night,
652,,2/11/2018,19:22:43,Driving,6139,0h 12min 11sec,2/11/2018,19:34:55,2/11/2018 19:22,Driving,6, clear-night,
653,"The Bungalows, 2703 Swisher St, Austin, TX 78705",2/11/2018,19:08:29,Apartment Building,0,0h 14min 14sec,2/11/2018,19:22:43,2/11/2018 19:08,Home,6, clear-night,
654,,2/11/2018,18:55:15,Driving,14858,0h 13min 14sec,2/11/2018,19:08:29,2/11/2018 18:55,Driving,6, clear-night,
655,"11900 Hobby Horse Ct, Austin, TX 78758",2/11/2018,17:47:19,Apartment Building,0,1h 7min 55sec,2/11/2018,18:55:15,2/11/2018 17:47,Radius at the Domain,6, partly-cloudy-day,
656,,2/11/2018,14:17:15,Driving,341741,3h 30min 4sec,2/11/2018,17:47:19,2/11/2018 14:17,Driving,6, partly-cloudy-day,
657,"Plano, TX 75025",2/11/2018,13:57:12,,0,0h 20min 3sec,2/11/2018,14:17:15,2/11/2018 13:57,2217 Stanmore Ln,6, clear-day,
658,,2/11/2018,13:43:44,Driving,9720,0h 13min 28sec,2/11/2018,13:57:12,2/11/2018 13:43,Driving,6, clear-day,
659,"Plano, TX 75074",2/11/2018,11:27:24,,0,2h 16min 19sec,2/11/2018,13:43:44,2/11/2018 11:27,2428 Bigleaf Ct,6, partly-cloudy-day,
660,,2/11/2018,11:08:17,Driving,2040,0h 19min 7sec,2/11/2018,11:27:24,2/11/2018 11:08,Driving,6, partly-cloudy-day,
661,"Plano, Texas",2/11/2018,9:30:46,,0,1h 37min 30sec,2/11/2018,11:08:17,2/11/2018 9:30,Plano,6, wind,
662,,2/11/2018,9:27:52,Driving,1624,0h 2min 54sec,2/11/2018,9:30:46,2/11/2018 9:27,Driving,6, wind,
663,"Plano, TX 75074",2/11/2018,0:19:24,,0,9h 8min 28sec,2/11/2018,9:27:52,2/11/2018 0:19,2428 Bigleaf Ct,6, partly-cloudy-night,
664,,2/11/2018,0:05:23,Driving,9016,0h 14min 0sec,2/11/2018,0:19:24,2/11/2018 0:05,Driving,6, partly-cloudy-night,
665,"Plano, TX 75025",2/10/2018,21:50:39,,0,2h 14min 44sec,2/11/2018,0:05:23,2/10/2018 21:50,2217 Stanmore Ln,5, partly-cloudy-night,
666,,2/10/2018,21:40:18,Driving,9713,0h 10min 21sec,2/10/2018,21:50:39,2/10/2018 21:40,Driving,5, partly-cloudy-night,
